baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_id	gene_name	biotype	description2	medianTPM_WT	medianTPM_HET
ENSG00000290397	367.980480264568	4.66635865234	0.302676215032494	208.903420019875	2.38293057609512e-47	2.39837549649574e-45	ENSG00000290397		lncRNA	novel transcript	0.577584438465935	15.1345374431778
ENSG00000273540	165.186490896997	8.0546719789617	0.716216730125054	205.548679867033	1.28548273483331e-46	1.28194470895762e-44	ENSG00000273540	AGBL1	protein_coding	AGBL carboxypeptidase 1 	0.0251956186933004	10.2958129539173
ENSG00000111249	195.0478126926	10.3111792129672	1.23420736530741	204.946074000526	1.74001073359826e-46	1.71944697038301e-44	ENSG00000111249	CUX2	protein_coding	cut like homeobox 2 	0	4.38213158556954
ENSG00000169715	156.904585182291	-7.58738321213125	0.779044987505325	204.187373347525	2.54741295561575e-46	2.49462872320209e-44	ENSG00000169715	MT1E	protein_coding	metallothionein 1E 	72.1107102418964	0
ENSG00000156535	302.492236729325	4.74847338464684	0.317871765559034	203.968549794724	2.84345849412796e-46	2.75967802064026e-44	ENSG00000156535	CD109	protein_coding	CD109 molecule 	0.166978079813644	4.44393899754072
ENSG00000115159	2871.49728355089	-1.87384099297963	0.128078286829221	202.117268814751	7.20789256634382e-46	6.93360992886348e-44	ENSG00000115159	GPD2	protein_coding	glycerol-3-phosphate dehydrogenase 2 	71.1227150354189	18.7966758005054
ENSG00000085491	463.469955028684	2.78477138044567	0.190329366421195	199.319105845405	2.94048845548104e-45	2.80378153605955e-43	ENSG00000085491	SLC25A24	protein_coding	solute carrier family 25 member 24 	2.12812555212806	15.5243698530566
ENSG00000186854	447.049406200345	3.33668684827389	0.225932142671542	197.770026262939	6.40435523710449e-45	6.05350795020224e-43	ENSG00000186854	TRABD2A	protein_coding	TraB domain containing 2A 	2.78993630195057	26.2547840986719
ENSG00000205213	722.964366849893	2.5406080452935	0.173974698144012	197.440458261191	7.55785890617225e-45	7.0822350267321e-43	ENSG00000205213	LGR4	protein_coding	leucine rich repeat containing G protein-coupled receptor 4 	2.83553422965561	16.1504821970082
ENSG00000152818	1087.50952444815	-2.93149934352154	0.198041933917579	196.552731867904	1.18068748157581e-44	1.0969293098059e-42	ENSG00000152818	UTRN	protein_coding	utrophin 	22.6587157539087	3.06567432391623
ENSG00000158517	3095.04007626397	-1.81847430418806	0.126600704089566	195.265776621412	2.2542704120414e-44	2.07660333719407e-42	ENSG00000158517	NCF1	protein_coding	neutrophil cytosolic factor 1 	256.082827911069	72.802121969087
ENSG00000118596	176.284149659095	-8.28449660879714	0.816974873770487	194.725722945989	2.9571446214317e-44	2.70119008697165e-42	ENSG00000118596	SLC16A7	protein_coding	solute carrier family 16 member 7 	2.28083522039868	0
ENSG00000179455	248.921656930279	5.72275878769124	0.408840792475849	194.650961597938	3.07036025280082e-44	2.78123466232874e-42	ENSG00000179455	MKRN3	protein_coding	makorin ring finger protein 3 	0.255566321794878	16.8880022858409
ENSG00000139722	1842.02643968491	-3.87327630701611	0.25128287165066	193.429307565374	5.67311431170657e-44	5.09642583208681e-42	ENSG00000139722	VPS37B	protein_coding	VPS37B subunit of ESCRT-I 	74.2822354900431	5.26735672717656
ENSG00000054793	204.460054180901	6.20584740742189	0.469660045672861	193.379325554406	5.81742164461258e-44	5.18322731778186e-42	ENSG00000054793	ATP9A	protein_coding	ATPase phospholipid transporting 9A (putative) 	0.0495868430781423	3.20590298823279
ENSG00000197124	164.012617216659	6.4165103179206	0.486943609999912	191.829194444527	1.26784806180381e-43	1.12044783998435e-41	ENSG00000197124	ZNF682	protein_coding	zinc finger protein 682 	0.217062583913283	16.4017027339592
ENSG00000197629	190.821998728224	-6.51300108983892	0.521676429081566	191.178673789879	1.75815069147596e-43	1.5412175819632e-41	ENSG00000197629	MPEG1	protein_coding	macrophage expressed 1 	5.44635977197831	0.0493866150259189
ENSG00000102302	157.554287086738	5.80929857670764	0.456372829404228	190.268374516203	2.77811932756909e-43	2.41585256725408e-41	ENSG00000102302	FGD1	protein_coding	FYVE, RhoGEF and PH domain containing 1 	0.0824649545929224	4.51904771691194
ENSG00000240184	118.67242111341	-10.2923092815246	1.22755808095797	188.554152533474	6.57558655964032e-43	5.67274808756272e-41	ENSG00000240184	PCDHGC3	protein_coding	protocadherin gamma subfamily C, 3 	4.09966997718285	0
ENSG00000064225	166.338022917039	7.41983749297806	0.640797085151597	186.243315593565	2.10075895646976e-42	1.79805116982884e-40	ENSG00000064225	ST3GAL6	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 	0.0665740619451508	13.7586605135937
ENSG00000268916	114.596775654508	10.3110632269689	1.22921012000167	185.296991757665	3.38035565749785e-42	2.87066140601575e-40	ENSG00000268916	CSAG3	protein_coding	CSAG family member 3 	0.0485713798488533	21.8632341782862
ENSG00000182866	308.96230909929	-5.02592078623002	0.358484869482122	184.17866149015	5.9306923436931e-42	4.99741285084838e-40	ENSG00000182866	LCK	protein_coding	LCK proto-oncogene, Src family tyrosine kinase 	22.9883794145729	0.65394563779765
ENSG00000120833	237.731555997209	3.47912230569829	0.253392150639912	183.748862180732	7.36100453502315e-42	6.15493225351551e-40	ENSG00000120833	SOCS2	protein_coding	suppressor of cytokine signaling 2 	1.90362403181775	20.2025884006142
