baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0041183	552.342874062465	1.28402276206386	0.186453686489318	48.6394656714659	3.07616204238819e-12	2.35444710167403e-10	9.20346675075385	4.13239037591304	FBgn0041183	Thioester-containing protein 1	protein_coding	34937
FBgn0032002	172.934388968307	1.89153401188396	0.277379186188291	47.6319184303108	5.14243596550328e-12	3.89845621765773e-10	24.4869667010206	6.58434277985997	FBgn0032002		protein_coding	34123
FBgn0039473	168.109292097154	5.47555444617734	0.745498848709968	47.386383922164	5.82861494574429e-12	4.37695990265326e-10	21.0113693547931	0.473189401234543	FBgn0039473		protein_coding	43249
FBgn0037166	429.896973228554	1.50801406711228	0.222681145181819	46.9770154860122	7.18240934417406e-12	5.29370170181718e-10	18.2824668162738	6.65829331305652	FBgn0037166		protein_coding	40471
FBgn0053508	57.009386714085	-4.698088821362	0.700028301788775	46.9873254593166	7.14472570138742e-12	5.29370170181718e-10	0.122703754084304	2.73497562008466	FBgn0053508	pickpocket 13	protein_coding	3346226
FBgn0020270	497.557870537787	-1.34373422727996	0.190741504854049	46.5041598410229	9.14241614719839e-12	6.67648004877974e-10	6.26061130713092	17.0325269215974	FBgn0020270	meiotic recombination 11	protein_coding	34565
FBgn0039316	48.000993618527	4.89780580405885	0.740896260755936	45.5119020616018	1.51714115777257e-11	1.08796789332159e-09	4.07289683554933	0.14837952820933	FBgn0039316		protein_coding	43056
FBgn0029608	257.96293738722	1.85135902941591	0.277713314170904	45.4403353606311	1.57360102902763e-11	1.11838073134464e-09	19.5796111384853	5.79876304292946	FBgn0029608		protein_coding	31210
FBgn0035859	351.693146648325	2.64017596728474	0.392564731343513	45.0171486518094	1.9531651469093e-11	1.3758579264954e-09	94.1447230661649	17.4097275103761	FBgn0035859		protein_coding	38922
FBgn0030073	4714.80091008233	2.03234616827575	0.305325966877791	44.9057933266033	2.06745300660866e-11	1.44358999408815e-09	436.977856671776	121.508454745843	FBgn0030073		protein_coding	31824
FBgn0034428	447.823859557365	2.09003381587984	0.315468015896622	44.5103145040422	2.53020668193489e-11	1.75134305984363e-09	45.5758153231876	12.3529168972039	FBgn0034428	Arylalkylamine N-acetyltransferase-like 6	protein_coding	37212
FBgn0016684	1042.74606215717	1.62458538301227	0.247908754421241	43.9681421832819	3.33764310391037e-11	2.2903137161316e-09	44.122527530321	14.1630613243929	FBgn0016684	Na[+]-dependent inorganic phosphate cotransporter	protein_coding	36651
RR48347_transposable_element	134.116225423417	5.38119564610952	0.769372529571017	43.6797024653983	3.86762343938557e-11	2.63130620320591e-09	2.86664422907282	0.0898645028812684	RR48347_transposable_element		transposable_element	NA
FBgn0038079	196.922314599027	2.61797429067704	0.398468715039172	43.3981454687875	4.46611211427312e-11	2.9874161705558e-09	34.1588096644185	5.85534805072497	FBgn0038079	Ninjurin C	protein_coding	41568
FBgn0261575	169.533976325495	-4.36650487876535	0.584138602011361	43.1339215776871	5.11182535280966e-11	3.39084415069707e-09	0.310191786814535	4.59958845596854	FBgn0261575	target of brain insulin	protein_coding	43072
FBgn0037973	878.020450890932	1.20580474312173	0.186441779157866	42.8898896763603	5.79091643160711e-11	3.80956155335476e-09	63.803130162452	28.8510919152165	FBgn0037973		protein_coding	41452
FBgn0035888	863.495663695092	1.64665933513889	0.257812940557892	41.7755060031782	1.0237795651559e-10	6.67974208085327e-09	25.7774685921357	8.36569605505812	FBgn0035888		protein_coding	38954
FBgn0031561	898.579766426407	2.63824387495207	0.408616910302138	41.3140507236224	1.29633721163966e-10	8.38930423142413e-09	652.762308112045	91.2802824496595	FBgn0031561	Immune induced molecule 33	protein_coding	33592
